gene_name,lfc_ctrl,lfc,compare
HACD1,0.085,-0.406,"GCN1 sgRNA 3,4"
COX11,-0.276,-0.406,"GCN1 sgRNA 3,4"
TDRKH,-0.153,-0.407,"GCN1 sgRNA 3,4"
C1orf43,-0.494,-0.407,"GCN1 sgRNA 3,4"
GALM,0.243,-0.407,"GCN1 sgRNA 3,4"
CLCN5,-0.028,-0.407,"GCN1 sgRNA 3,4"
NUDT22,0.377,-0.407,"GCN1 sgRNA 3,4"
IKBIP,-0.443,-0.407,"GCN1 sgRNA 3,4"
GAPDH,-0.541,-0.407,"GCN1 sgRNA 3,4"
CAPRIN2,0.377,-0.407,"GCN1 sgRNA 3,4"
SMUG1,-0.316,-0.407,"GCN1 sgRNA 3,4"
MPND,-0.411,-0.407,"GCN1 sgRNA 3,4"
ICMT,-0.203,-0.408,"GCN1 sgRNA 3,4"
PRPS2,-0.336,-0.408,"GCN1 sgRNA 3,4"
COX6C,-0.812,-0.408,"GCN1 sgRNA 3,4"
PDIA3,-0.487,-0.408,"GCN1 sgRNA 3,4"
ABHD14B,-0.153,-0.409,"GCN1 sgRNA 3,4"
IDH2,-0.248,-0.409,"GCN1 sgRNA 3,4"
RPS5,-0.725,-0.409,"GCN1 sgRNA 3,4"
PGD,-0.191,-0.41,"GCN1 sgRNA 3,4"
GSTK1,-0.285,-0.41,"GCN1 sgRNA 3,4"
ZMYM3,0.159,-0.41,"GCN1 sgRNA 3,4"
ZNF75D,0.258,-0.41,"GCN1 sgRNA 3,4"
TFAP4,0.517,-0.41,"GCN1 sgRNA 3,4"
RPIA,-0.304,-0.411,"GCN1 sgRNA 3,4"
SLC4A2,-0.365,-0.411,"GCN1 sgRNA 3,4"
RPLP0,-0.539,-0.411,"GCN1 sgRNA 3,4"
SLC47A1,0.206,-0.411,"GCN1 sgRNA 3,4"
LMAN1,-0.486,-0.411,"GCN1 sgRNA 3,4"
WDR54,0.124,-0.412,"GCN1 sgRNA 3,4"
PTDSS1,-0.298,-0.412,"GCN1 sgRNA 3,4"
FTH1,-0.735,-0.412,"GCN1 sgRNA 3,4"
PCDH9,0.168,-0.412,"GCN1 sgRNA 3,4"
ZDHHC20,-0.214,-0.412,"GCN1 sgRNA 3,4"
PTPRU,-0.224,-0.413,"GCN1 sgRNA 3,4"
UTP11,-0.412,-0.413,"GCN1 sgRNA 3,4"
PMVK,-0.285,-0.413,"GCN1 sgRNA 3,4"
FBXO44,-0.127,-0.413,"GCN1 sgRNA 3,4"
CTNNB1,-0.476,-0.413,"GCN1 sgRNA 3,4"
TBC1D1,-0.13,-0.413,"GCN1 sgRNA 3,4"
CD81,-0.713,-0.413,"GCN1 sgRNA 3,4"
NR4A1,-0.422,-0.413,"GCN1 sgRNA 3,4"
ALG3,-0.185,-0.414,"GCN1 sgRNA 3,4"
TPD52L1,-0.245,-0.414,"GCN1 sgRNA 3,4"
ACOT13,-0.502,-0.414,"GCN1 sgRNA 3,4"
CBX3,-0.366,-0.414,"GCN1 sgRNA 3,4"
CTPS2,0.159,-0.414,"GCN1 sgRNA 3,4"
ATP11C,-0.401,-0.414,"GCN1 sgRNA 3,4"
PRTFDC1,-0.041,-0.414,"GCN1 sgRNA 3,4"
CENPX,-0.525,-0.414,"GCN1 sgRNA 3,4"
PRELID3B,-0.494,-0.414,"GCN1 sgRNA 3,4"
RRAGC,-0.423,-0.415,"GCN1 sgRNA 3,4"
SDHB,-0.619,-0.415,"GCN1 sgRNA 3,4"
MRPS15,-0.619,-0.415,"GCN1 sgRNA 3,4"
CCNC,-0.54,-0.415,"GCN1 sgRNA 3,4"
SEC61B,-1.166,-0.415,"GCN1 sgRNA 3,4"
PLEKHA1,-0.618,-0.415,"GCN1 sgRNA 3,4"
SLC11A2,-0.148,-0.415,"GCN1 sgRNA 3,4"
FKBP4,-0.45,-0.415,"GCN1 sgRNA 3,4"
NOS2,-0.504,-0.415,"GCN1 sgRNA 3,4"
PARVB,-0.369,-0.415,"GCN1 sgRNA 3,4"
INPP4A,-0.399,-0.416,"GCN1 sgRNA 3,4"
PRKAR2A,-0.172,-0.416,"GCN1 sgRNA 3,4"
NKD2,0.26,-0.416,"GCN1 sgRNA 3,4"
PM20D2,0.234,-0.416,"GCN1 sgRNA 3,4"
RILPL1,-0.769,-0.416,"GCN1 sgRNA 3,4"
DDX54,-0.635,-0.416,"GCN1 sgRNA 3,4"
ALDOC,-0.9,-0.416,"GCN1 sgRNA 3,4"
TPGS2,-0.262,-0.416,"GCN1 sgRNA 3,4"
PTPRA,-0.506,-0.416,"GCN1 sgRNA 3,4"
ST13,-0.403,-0.416,"GCN1 sgRNA 3,4"
GAL,-0.868,-0.417,"GCN1 sgRNA 3,4"
EEF2K,0.183,-0.417,"GCN1 sgRNA 3,4"
DSC3,0.018,-0.417,"GCN1 sgRNA 3,4"
BCL2L1,-0.008,-0.417,"GCN1 sgRNA 3,4"
DPP3,-0.222,-0.418,"GCN1 sgRNA 3,4"
JKAMP,-0.291,-0.418,"GCN1 sgRNA 3,4"
PACS2,-0.393,-0.418,"GCN1 sgRNA 3,4"
CENPV,-0.587,-0.418,"GCN1 sgRNA 3,4"
RPSAP58,-0.544,-0.418,"GCN1 sgRNA 3,4"
KIAA1191,-0.652,-0.419,"GCN1 sgRNA 3,4"
MTA2,-0.315,-0.419,"GCN1 sgRNA 3,4"
FXYD6,-0.2,-0.419,"GCN1 sgRNA 3,4"
MRPL51,-0.897,-0.419,"GCN1 sgRNA 3,4"
ZFYVE21,-0.323,-0.419,"GCN1 sgRNA 3,4"
AHCY,-0.426,-0.419,"GCN1 sgRNA 3,4"
SAMD4B,-0.88,-0.419,"GCN1 sgRNA 3,4"
FOXRED2,-0.116,-0.419,"GCN1 sgRNA 3,4"
GALNT13,-0.268,-0.421,"GCN1 sgRNA 3,4"
RAI14,-0.018,-0.421,"GCN1 sgRNA 3,4"
COA1,-0.599,-0.421,"GCN1 sgRNA 3,4"
TMSB4X,-0.682,-0.421,"GCN1 sgRNA 3,4"
RAB2A,-0.361,-0.421,"GCN1 sgRNA 3,4"
RPS25,-0.918,-0.421,"GCN1 sgRNA 3,4"
LRRC28,-0.451,-0.421,"GCN1 sgRNA 3,4"
MYH9,-0.514,-0.421,"GCN1 sgRNA 3,4"
NENF,-0.791,-0.422,"GCN1 sgRNA 3,4"
MRPL24,-0.428,-0.422,"GCN1 sgRNA 3,4"
ERMP1,0.045,-0.422,"GCN1 sgRNA 3,4"
GHITM,-0.584,-0.422,"GCN1 sgRNA 3,4"
PAFAH1B3,-0.501,-0.422,"GCN1 sgRNA 3,4"
GUCD1,-0.474,-0.422,"GCN1 sgRNA 3,4"
SSH3,0.304,-0.423,"GCN1 sgRNA 3,4"
CISD1,-0.593,-0.423,"GCN1 sgRNA 3,4"
PKNOX1,0.1,-0.423,"GCN1 sgRNA 3,4"
AP2M1,-0.515,-0.424,"GCN1 sgRNA 3,4"
GLUD1,-0.201,-0.424,"GCN1 sgRNA 3,4"
PIP4K2C,-0.214,-0.424,"GCN1 sgRNA 3,4"
PXN,-0.501,-0.424,"GCN1 sgRNA 3,4"
B2M,-0.551,-0.424,"GCN1 sgRNA 3,4"
NOP10,-1.099,-0.424,"GCN1 sgRNA 3,4"
NEIL1,0.205,-0.424,"GCN1 sgRNA 3,4"
CBFB,-0.51,-0.424,"GCN1 sgRNA 3,4"
PDK2,-0.458,-0.424,"GCN1 sgRNA 3,4"
PIGN,0.107,-0.424,"GCN1 sgRNA 3,4"
ARHGAP35,-0.307,-0.424,"GCN1 sgRNA 3,4"
THRB,0.207,-0.425,"GCN1 sgRNA 3,4"
ZBTB9,-0.414,-0.425,"GCN1 sgRNA 3,4"
MID2,0.029,-0.425,"GCN1 sgRNA 3,4"
DIXDC1,0.222,-0.425,"GCN1 sgRNA 3,4"
PSENEN,-0.62,-0.425,"GCN1 sgRNA 3,4"
GSTA4,-0.121,-0.426,"GCN1 sgRNA 3,4"
DHRS7,-0.473,-0.426,"GCN1 sgRNA 3,4"
TSHZ1,-0.163,-0.426,"GCN1 sgRNA 3,4"
MCM3AP,-0.728,-0.426,"GCN1 sgRNA 3,4"
SLC35F6,-0.239,-0.427,"GCN1 sgRNA 3,4"
HDLBP,-0.552,-0.427,"GCN1 sgRNA 3,4"
FKBP7,-0.264,-0.427,"GCN1 sgRNA 3,4"
IGFBP2,-0.489,-0.427,"GCN1 sgRNA 3,4"
UNC5C,0.093,-0.427,"GCN1 sgRNA 3,4"
FAT1,-0.297,-0.427,"GCN1 sgRNA 3,4"
SNX12,-0.395,-0.427,"GCN1 sgRNA 3,4"
RNF141,-0.274,-0.427,"GCN1 sgRNA 3,4"
CD63,-0.716,-0.427,"GCN1 sgRNA 3,4"
NTN1,-0.289,-0.427,"GCN1 sgRNA 3,4"
DLL3,-0.499,-0.427,"GCN1 sgRNA 3,4"
NUCB1,-0.503,-0.427,"GCN1 sgRNA 3,4"
CDC34,-0.467,-0.427,"GCN1 sgRNA 3,4"
PRDX6,-0.611,-0.428,"GCN1 sgRNA 3,4"
WDTC1,-0.551,-0.428,"GCN1 sgRNA 3,4"
RPL29,-0.85,-0.428,"GCN1 sgRNA 3,4"
CASP6,-0.166,-0.428,"GCN1 sgRNA 3,4"
SEMA6A,-0.3,-0.428,"GCN1 sgRNA 3,4"
DLD,-0.333,-0.428,"GCN1 sgRNA 3,4"
HS6ST2,-0.208,-0.428,"GCN1 sgRNA 3,4"
PEBP1,-0.584,-0.428,"GCN1 sgRNA 3,4"
CACNB3,0.616,-0.428,"GCN1 sgRNA 3,4"
NDRG4,0.044,-0.428,"GCN1 sgRNA 3,4"
HEXB,-0.598,-0.429,"GCN1 sgRNA 3,4"
PELO,-0.156,-0.429,"GCN1 sgRNA 3,4"
CD164,-0.394,-0.429,"GCN1 sgRNA 3,4"
RFK,-0.277,-0.429,"GCN1 sgRNA 3,4"
APIP,-0.455,-0.429,"GCN1 sgRNA 3,4"
OAT,-0.594,-0.429,"GCN1 sgRNA 3,4"
TPI1,-0.537,-0.429,"GCN1 sgRNA 3,4"
FOXK2,-0.136,-0.429,"GCN1 sgRNA 3,4"
GNAI1,-0.17,-0.43,"GCN1 sgRNA 3,4"
CTSD,-0.556,-0.43,"GCN1 sgRNA 3,4"
TYRO3,-0.138,-0.43,"GCN1 sgRNA 3,4"
CLPP,-0.585,-0.43,"GCN1 sgRNA 3,4"
TBCB,-0.387,-0.43,"GCN1 sgRNA 3,4"
FPGT,0.019,-0.431,"GCN1 sgRNA 3,4"
STK40,-0.827,-0.431,"GCN1 sgRNA 3,4"
CAMKMT,-0.037,-0.431,"GCN1 sgRNA 3,4"
GUCY1B1,-0.332,-0.431,"GCN1 sgRNA 3,4"
GPX3,-0.371,-0.431,"GCN1 sgRNA 3,4"
FADS1,-0.22,-0.431,"GCN1 sgRNA 3,4"
INPP5A,-0.245,-0.431,"GCN1 sgRNA 3,4"
FAM20B,-0.329,-0.432,"GCN1 sgRNA 3,4"
CASK,-0.286,-0.432,"GCN1 sgRNA 3,4"
CNOT7,-0.339,-0.432,"GCN1 sgRNA 3,4"
GNB1L,-0.312,-0.432,"GCN1 sgRNA 3,4"
SSU72,-0.575,-0.433,"GCN1 sgRNA 3,4"
HERC5,0.221,-0.433,"GCN1 sgRNA 3,4"
FUCA2,-0.377,-0.433,"GCN1 sgRNA 3,4"
DEAF1,-0.529,-0.433,"GCN1 sgRNA 3,4"
KRAS,-0.067,-0.433,"GCN1 sgRNA 3,4"
DOK4,-0.294,-0.433,"GCN1 sgRNA 3,4"
RAP1A,-0.43,-0.434,"GCN1 sgRNA 3,4"
WLS,-0.345,-0.434,"GCN1 sgRNA 3,4"
ZNF664,-0.308,-0.434,"GCN1 sgRNA 3,4"
AHSA1,-0.715,-0.434,"GCN1 sgRNA 3,4"
MAP2K3,-0.164,-0.434,"GCN1 sgRNA 3,4"
ACVR1,0.549,-0.435,"GCN1 sgRNA 3,4"
TFDP2,-0.12,-0.435,"GCN1 sgRNA 3,4"
DTD1,-0.453,-0.435,"GCN1 sgRNA 3,4"
SCP2,-0.362,-0.436,"GCN1 sgRNA 3,4"
CRIM1,-0.315,-0.436,"GCN1 sgRNA 3,4"
GPX1,-0.291,-0.436,"GCN1 sgRNA 3,4"
TNIP1,-0.137,-0.436,"GCN1 sgRNA 3,4"
CALM1,-0.615,-0.436,"GCN1 sgRNA 3,4"
B4GALT6,-0.061,-0.436,"GCN1 sgRNA 3,4"
UROD,-0.276,-0.437,"GCN1 sgRNA 3,4"
ATP8B2,-0.669,-0.437,"GCN1 sgRNA 3,4"
HLA-A,-0.505,-0.437,"GCN1 sgRNA 3,4"
RPS13,-0.861,-0.437,"GCN1 sgRNA 3,4"
RPSA,-0.68,-0.438,"GCN1 sgRNA 3,4"
TMEM106C,-0.462,-0.438,"GCN1 sgRNA 3,4"
CCSAP,-0.65,-0.439,"GCN1 sgRNA 3,4"
RNPEPL1,0.055,-0.439,"GCN1 sgRNA 3,4"
CCHCR1,-0.418,-0.439,"GCN1 sgRNA 3,4"
RFX5,-0.283,-0.44,"GCN1 sgRNA 3,4"
ADAM22,-0.245,-0.44,"GCN1 sgRNA 3,4"
DUSP9,0.147,-0.44,"GCN1 sgRNA 3,4"
NIPA2,-0.338,-0.44,"GCN1 sgRNA 3,4"
AP2A1,-0.541,-0.44,"GCN1 sgRNA 3,4"
FUCA1,-0.439,-0.441,"GCN1 sgRNA 3,4"
GXYLT2,-0.378,-0.441,"GCN1 sgRNA 3,4"
BRK1,-0.615,-0.441,"GCN1 sgRNA 3,4"
NABP2,-0.31,-0.441,"GCN1 sgRNA 3,4"
GPT2,-0.143,-0.441,"GCN1 sgRNA 3,4"
CARM1,-0.282,-0.441,"GCN1 sgRNA 3,4"
OBSL1,-0.389,-0.442,"GCN1 sgRNA 3,4"
RAPGEF5,0.271,-0.442,"GCN1 sgRNA 3,4"
PHYHD1,-0.087,-0.442,"GCN1 sgRNA 3,4"
SET,-0.51,-0.442,"GCN1 sgRNA 3,4"
FAM177A1,-0.312,-0.442,"GCN1 sgRNA 3,4"
NFS1,-0.213,-0.442,"GCN1 sgRNA 3,4"
TNNT1,-0.817,-0.442,"GCN1 sgRNA 3,4"
PLIN3,-0.229,-0.442,"GCN1 sgRNA 3,4"
FHIP1A,-0.348,-0.443,"GCN1 sgRNA 3,4"
POU3F2,0.549,-0.443,"GCN1 sgRNA 3,4"
NBN,-0.075,-0.443,"GCN1 sgRNA 3,4"
ZDHHC8,-0.224,-0.443,"GCN1 sgRNA 3,4"
IFT172,-0.201,-0.444,"GCN1 sgRNA 3,4"
ADCY3,-0.349,-0.444,"GCN1 sgRNA 3,4"
SGCE,0.034,-0.444,"GCN1 sgRNA 3,4"
NDUFB6,-0.897,-0.444,"GCN1 sgRNA 3,4"
PRTG,1.017,-0.444,"GCN1 sgRNA 3,4"
NT5C3B,-0.503,-0.444,"GCN1 sgRNA 3,4"
TMEM59,-0.468,-0.445,"GCN1 sgRNA 3,4"
CNNM3,-0.237,-0.445,"GCN1 sgRNA 3,4"
FAM162A,-0.623,-0.445,"GCN1 sgRNA 3,4"
CLIC1,-0.616,-0.445,"GCN1 sgRNA 3,4"
BCAP31,-0.61,-0.445,"GCN1 sgRNA 3,4"
RSU1,-0.493,-0.445,"GCN1 sgRNA 3,4"
ATN1,-0.542,-0.445,"GCN1 sgRNA 3,4"
RAN,-0.566,-0.445,"GCN1 sgRNA 3,4"
KIF26A,-0.201,-0.445,"GCN1 sgRNA 3,4"
ARL2BP,-0.196,-0.445,"GCN1 sgRNA 3,4"
CNOT1,-0.65,-0.445,"GCN1 sgRNA 3,4"
LIFR,-0.295,-0.446,"GCN1 sgRNA 3,4"
VAV2,-0.11,-0.446,"GCN1 sgRNA 3,4"
KIAA0040,0.237,-0.447,"GCN1 sgRNA 3,4"
LAMTOR2,-0.479,-0.447,"GCN1 sgRNA 3,4"
UXS1,-0.044,-0.447,"GCN1 sgRNA 3,4"
GLT8D1,-0.251,-0.447,"GCN1 sgRNA 3,4"
HLA-C,-0.573,-0.447,"GCN1 sgRNA 3,4"
TSPAN13,-0.121,-0.447,"GCN1 sgRNA 3,4"
RHEB,-0.563,-0.447,"GCN1 sgRNA 3,4"
VPS35,-0.283,-0.447,"GCN1 sgRNA 3,4"
TBC1D24,-0.245,-0.447,"GCN1 sgRNA 3,4"
RALGPS2,-0.203,-0.448,"GCN1 sgRNA 3,4"
GNB1,-0.446,-0.448,"GCN1 sgRNA 3,4"
METTL5,-0.615,-0.448,"GCN1 sgRNA 3,4"
EOLA1,-0.17,-0.448,"GCN1 sgRNA 3,4"
PCNX4,-0.053,-0.448,"GCN1 sgRNA 3,4"
LRRC34,0.205,-0.449,"GCN1 sgRNA 3,4"
PPT2,-0.555,-0.449,"GCN1 sgRNA 3,4"
RNH1,-0.312,-0.449,"GCN1 sgRNA 3,4"
GABARAPL2,-0.7,-0.449,"GCN1 sgRNA 3,4"
TOM1L1,-0.091,-0.449,"GCN1 sgRNA 3,4"
TBX1,-0.087,-0.449,"GCN1 sgRNA 3,4"
CCDC28B,-0.937,-0.45,"GCN1 sgRNA 3,4"
CERS2,-0.473,-0.45,"GCN1 sgRNA 3,4"
RAB1A,-0.739,-0.45,"GCN1 sgRNA 3,4"
AFAP1,-0.208,-0.45,"GCN1 sgRNA 3,4"
CD99,-0.511,-0.45,"GCN1 sgRNA 3,4"
KEAP1,-0.034,-0.45,"GCN1 sgRNA 3,4"
DCBLD2,-0.594,-0.451,"GCN1 sgRNA 3,4"
RPL7,-0.801,-0.451,"GCN1 sgRNA 3,4"
PABPC1,-0.491,-0.451,"GCN1 sgRNA 3,4"
CORO1C,-0.521,-0.451,"GCN1 sgRNA 3,4"
SNRPF,-1.003,-0.451,"GCN1 sgRNA 3,4"
SGPP1,-0.504,-0.451,"GCN1 sgRNA 3,4"
GLCE,-0.406,-0.451,"GCN1 sgRNA 3,4"
SYNGR2,-0.351,-0.451,"GCN1 sgRNA 3,4"
MLLT1,-0.655,-0.451,"GCN1 sgRNA 3,4"
YIF1B,-0.378,-0.451,"GCN1 sgRNA 3,4"
MEIS3,-0.528,-0.451,"GCN1 sgRNA 3,4"
RAB10,-0.128,-0.452,"GCN1 sgRNA 3,4"
ERGIC1,-0.346,-0.452,"GCN1 sgRNA 3,4"
ACO1,-0.275,-0.452,"GCN1 sgRNA 3,4"
ARHGAP22,0.279,-0.452,"GCN1 sgRNA 3,4"
ADSS2,-0.473,-0.453,"GCN1 sgRNA 3,4"
TMEM183A,-0.272,-0.453,"GCN1 sgRNA 3,4"
DNMT3A,-0.152,-0.453,"GCN1 sgRNA 3,4"
TUSC3,-0.372,-0.453,"GCN1 sgRNA 3,4"
BRMS1,-0.564,-0.453,"GCN1 sgRNA 3,4"
MINDY1,-0.212,-0.454,"GCN1 sgRNA 3,4"
FYTTD1,-0.263,-0.454,"GCN1 sgRNA 3,4"
C2orf68,-0.511,-0.455,"GCN1 sgRNA 3,4"
COPS7B,-0.46,-0.455,"GCN1 sgRNA 3,4"
LOX,-0.093,-0.455,"GCN1 sgRNA 3,4"
DAAM2,0.076,-0.455,"GCN1 sgRNA 3,4"
PHTF2,-0.248,-0.455,"GCN1 sgRNA 3,4"
SMAD6,0.248,-0.455,"GCN1 sgRNA 3,4"
BIN1,0.092,-0.456,"GCN1 sgRNA 3,4"
RAP2B,-0.607,-0.456,"GCN1 sgRNA 3,4"
HTATIP2,-0.58,-0.456,"GCN1 sgRNA 3,4"
SPCS2,-0.466,-0.456,"GCN1 sgRNA 3,4"
PALD1,-0.221,-0.456,"GCN1 sgRNA 3,4"
SERPINF1,-0.398,-0.456,"GCN1 sgRNA 3,4"
CYB561,0.035,-0.456,"GCN1 sgRNA 3,4"
SUMO2,-0.754,-0.456,"GCN1 sgRNA 3,4"
FBXO17,-0.09,-0.456,"GCN1 sgRNA 3,4"
ZNF71,-0.048,-0.456,"GCN1 sgRNA 3,4"
UBQLN4,-0.617,-0.457,"GCN1 sgRNA 3,4"
IARS2,-0.364,-0.457,"GCN1 sgRNA 3,4"
CBX5,-0.405,-0.457,"GCN1 sgRNA 3,4"
FYN,-1.139,-0.458,"GCN1 sgRNA 3,4"
ITPK1,-0.375,-0.458,"GCN1 sgRNA 3,4"
MBTPS1,-0.716,-0.458,"GCN1 sgRNA 3,4"
SNRNP25,-0.571,-0.458,"GCN1 sgRNA 3,4"
PHB1,-0.606,-0.458,"GCN1 sgRNA 3,4"
SOD1,-0.783,-0.458,"GCN1 sgRNA 3,4"
C1orf174,-0.285,-0.459,"GCN1 sgRNA 3,4"
NGEF,-0.015,-0.459,"GCN1 sgRNA 3,4"
TMEM165,-0.257,-0.459,"GCN1 sgRNA 3,4"
CRACD,-0.064,-0.459,"GCN1 sgRNA 3,4"
DSE,-0.231,-0.459,"GCN1 sgRNA 3,4"
TMEM185A,0.118,-0.459,"GCN1 sgRNA 3,4"
PAG1,-0.189,-0.459,"GCN1 sgRNA 3,4"
THAP12,-0.755,-0.459,"GCN1 sgRNA 3,4"
SPRING1,-0.382,-0.459,"GCN1 sgRNA 3,4"
MAN2B1,-0.312,-0.459,"GCN1 sgRNA 3,4"
HNRNPA3,-0.48,-0.46,"GCN1 sgRNA 3,4"
GGH,-0.497,-0.46,"GCN1 sgRNA 3,4"
SURF4,-0.452,-0.46,"GCN1 sgRNA 3,4"
KDELR1,-0.539,-0.46,"GCN1 sgRNA 3,4"
MOB3A,-0.746,-0.46,"GCN1 sgRNA 3,4"
HAX1,-0.599,-0.461,"GCN1 sgRNA 3,4"
ELK1,-0.734,-0.461,"GCN1 sgRNA 3,4"
CHST11,-0.275,-0.461,"GCN1 sgRNA 3,4"
ATP5F1B,-0.538,-0.461,"GCN1 sgRNA 3,4"
GAMT,-0.292,-0.461,"GCN1 sgRNA 3,4"
HEYL,-0.155,-0.462,"GCN1 sgRNA 3,4"
SEPTIN2,-0.561,-0.462,"GCN1 sgRNA 3,4"
PRELID1,-0.752,-0.462,"GCN1 sgRNA 3,4"
TKFC,-0.136,-0.462,"GCN1 sgRNA 3,4"
GLMP,-0.657,-0.463,"GCN1 sgRNA 3,4"
RPS27A,-0.939,-0.463,"GCN1 sgRNA 3,4"
WNK2,-0.566,-0.463,"GCN1 sgRNA 3,4"
PTPRD,-0.49,-0.463,"GCN1 sgRNA 3,4"
EXPH5,-0.267,-0.463,"GCN1 sgRNA 3,4"
PGP,-0.138,-0.463,"GCN1 sgRNA 3,4"
KAT2A,-0.515,-0.463,"GCN1 sgRNA 3,4"
BCL9,0.158,-0.464,"GCN1 sgRNA 3,4"
S100A11,-0.894,-0.464,"GCN1 sgRNA 3,4"
RPL14,-0.845,-0.464,"GCN1 sgRNA 3,4"
THEM6,0.333,-0.464,"GCN1 sgRNA 3,4"
CPLX1,-0.15,-0.465,"GCN1 sgRNA 3,4"
FUT10,-0.316,-0.465,"GCN1 sgRNA 3,4"
PLPP3,-0.245,-0.466,"GCN1 sgRNA 3,4"
RNF216,-0.472,-0.466,"GCN1 sgRNA 3,4"
RPS20,-1.141,-0.466,"GCN1 sgRNA 3,4"
BORCS5,-0.308,-0.466,"GCN1 sgRNA 3,4"
BTBD6,0.093,-0.466,"GCN1 sgRNA 3,4"
HCFC1R1,-0.452,-0.466,"GCN1 sgRNA 3,4"
TRAPPC1,-0.84,-0.466,"GCN1 sgRNA 3,4"
RALBP1,-0.487,-0.466,"GCN1 sgRNA 3,4"
ADI1,-0.47,-0.467,"GCN1 sgRNA 3,4"
FOXO4,-0.638,-0.467,"GCN1 sgRNA 3,4"
PLXNB2,-0.471,-0.467,"GCN1 sgRNA 3,4"
PIGK,-0.315,-0.468,"GCN1 sgRNA 3,4"
NME7,-0.131,-0.468,"GCN1 sgRNA 3,4"
KLHL2,-0.178,-0.468,"GCN1 sgRNA 3,4"
EID1,-0.43,-0.468,"GCN1 sgRNA 3,4"
RNF157,-0.013,-0.468,"GCN1 sgRNA 3,4"
MAVS,-0.393,-0.468,"GCN1 sgRNA 3,4"
APBA3,-0.128,-0.468,"GCN1 sgRNA 3,4"
AKT2,-0.538,-0.468,"GCN1 sgRNA 3,4"
QSOX1,-0.497,-0.469,"GCN1 sgRNA 3,4"
KLHL8,-0.164,-0.469,"GCN1 sgRNA 3,4"
HDDC2,-0.711,-0.469,"GCN1 sgRNA 3,4"
MPP1,-0.132,-0.469,"GCN1 sgRNA 3,4"
FJX1,-1.037,-0.469,"GCN1 sgRNA 3,4"
CELSR1,-0.512,-0.469,"GCN1 sgRNA 3,4"
ZDHHC3,-0.529,-0.47,"GCN1 sgRNA 3,4"
DUSP22,-0.214,-0.47,"GCN1 sgRNA 3,4"
OSR2,-0.244,-0.47,"GCN1 sgRNA 3,4"
MAN1B1,-0.361,-0.47,"GCN1 sgRNA 3,4"
EXT2,-0.555,-0.47,"GCN1 sgRNA 3,4"
VAT1,-0.483,-0.47,"GCN1 sgRNA 3,4"
CBX7,0.598,-0.47,"GCN1 sgRNA 3,4"
MRPS6,-0.656,-0.47,"GCN1 sgRNA 3,4"
PLEKHO1,0.126,-0.471,"GCN1 sgRNA 3,4"
NUCB2,-0.61,-0.471,"GCN1 sgRNA 3,4"
KSR2,0.129,-0.471,"GCN1 sgRNA 3,4"
SLC8B1,-0.414,-0.471,"GCN1 sgRNA 3,4"
PCGF2,-0.321,-0.471,"GCN1 sgRNA 3,4"
GPI,-0.443,-0.471,"GCN1 sgRNA 3,4"
MFF,-0.454,-0.472,"GCN1 sgRNA 3,4"
CPVL,-0.38,-0.472,"GCN1 sgRNA 3,4"
PPIB,-0.693,-0.472,"GCN1 sgRNA 3,4"
SLC7A6,-0.154,-0.472,"GCN1 sgRNA 3,4"
RPA1,-0.43,-0.472,"GCN1 sgRNA 3,4"
OSBPL1A,-0.004,-0.473,"GCN1 sgRNA 3,4"
TMEM160,-0.745,-0.473,"GCN1 sgRNA 3,4"
SLC35E2B,-0.198,-0.474,"GCN1 sgRNA 3,4"
MGST2,-0.311,-0.474,"GCN1 sgRNA 3,4"
BLVRA,-0.597,-0.474,"GCN1 sgRNA 3,4"
ANKEF1,0.195,-0.474,"GCN1 sgRNA 3,4"
SPTBN1,-0.349,-0.475,"GCN1 sgRNA 3,4"
KIAA0232,-0.881,-0.475,"GCN1 sgRNA 3,4"
ISOC1,-0.307,-0.475,"GCN1 sgRNA 3,4"
GJA1,-0.331,-0.475,"GCN1 sgRNA 3,4"
TMEM134,-0.456,-0.475,"GCN1 sgRNA 3,4"
MARS1,-0.647,-0.475,"GCN1 sgRNA 3,4"
AREL1,-0.43,-0.475,"GCN1 sgRNA 3,4"
XPR1,-0.371,-0.476,"GCN1 sgRNA 3,4"
HDGF,-0.497,-0.476,"GCN1 sgRNA 3,4"
RPS7,-0.906,-0.476,"GCN1 sgRNA 3,4"
ATP6V0E2,-0.257,-0.476,"GCN1 sgRNA 3,4"
CCND2,-0.503,-0.476,"GCN1 sgRNA 3,4"
PHETA1,-0.356,-0.476,"GCN1 sgRNA 3,4"
SLC33A1,0.291,-0.477,"GCN1 sgRNA 3,4"
FAM135A,-0.819,-0.477,"GCN1 sgRNA 3,4"
FTSJ1,-0.24,-0.477,"GCN1 sgRNA 3,4"
NAP1L1,-0.421,-0.477,"GCN1 sgRNA 3,4"
TMED10,-0.519,-0.477,"GCN1 sgRNA 3,4"
CCDC106,-0.405,-0.477,"GCN1 sgRNA 3,4"
MFSD3,-0.069,-0.478,"GCN1 sgRNA 3,4"
EIF4EBP2,-0.739,-0.478,"GCN1 sgRNA 3,4"
ALDH3A2,-0.04,-0.478,"GCN1 sgRNA 3,4"
TP53I13,-0.707,-0.478,"GCN1 sgRNA 3,4"
EPN1,-0.552,-0.478,"GCN1 sgRNA 3,4"
